Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code
W14 9HL,No,51.496734,-0.212513,524179,179047,TQ241790,"Avonmore and Brook Green","Hammersmith and Fulham, unparished area",2007-09-01,2010-10-01,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001866
W14 9HN,No,51.496734,-0.212513,524179,179047,TQ241790,"Avonmore and Brook Green","Hammersmith and Fulham, unparished area",2007-09-01,2008-09-01,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001866
W14 9HP,Yes,51.489484,-0.208274,524493,178248,TQ244782,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001914
W14 9HQ,Yes,51.489344,-0.207948,524516,178233,TQ245782,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001914
W14 9HR,Yes,51.489127,-0.210765,524321,178204,TQ243782,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001910
W14 9HS,Yes,51.488604,-0.211261,524288,178145,TQ242781,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001910
W14 9HT,Yes,51.489004,-0.209819,524387,178192,TQ243781,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001910
W14 9HU,Yes,51.487959,-0.210211,524363,178075,TQ243780,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001913
W14 9HW,Yes,51.489428,-0.209889,524381,178239,TQ243782,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,6,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001910
W14 9HX,No,51.496734,-0.212513,524179,179047,TQ241790,"Avonmore and Brook Green","Hammersmith and Fulham, unparished area",2001-06-01,2003-09-01,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001866
W14 9HY,Yes,51.488376,-0.210492,524342,178121,TQ243781,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001910
W14 9HZ,Yes,51.487522,-0.209921,524384,178027,TQ243780,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001913
W14 9JA,Yes,51.488187,-0.209318,524424,178102,TQ244781,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001913
W14 9JB,Yes,51.488442,-0.209539,524408,178130,TQ244781,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001908
W14 9JD,No,51.489051,-0.20819,524500,178200,TQ244781,"North End","Hammersmith and Fulham, unparished area",1990-02-01,1996-06-01,8,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01001914
W14 9JE,No,51.488442,-0.209539,524408,178130,TQ244781,"North End","Hammersmith and Fulham, unparished area",2007-03-01,2007-10-01,8,England,2019-11-23,"Imputed by ONS by reference to surrounding postcode grid references",E01001908
W14 9JF,No,51.496734,-0.212513,524179,179047,TQ241790,"Avonmore and Brook Green","Hammersmith and Fulham, unparished area",2007-02-01,2008-02-01,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001866
W14 9JG,Yes,51.4892,-0.206743,524600,178219,TQ246782,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001908
W14 9JH,Yes,51.48891,-0.207749,524531,178185,TQ245781,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001908
W14 9JJ,Yes,51.488714,-0.207324,524561,178164,TQ245781,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001908
W14 9JL,Yes,51.489049,-0.206303,524631,178203,TQ246782,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001908
W14 9JN,No,51.488131,-0.206785,524600,178100,TQ246781,"North End","Hammersmith and Fulham, unparished area",1980-01-01,1995-12-01,7,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01001908
W14 9JP,Yes,51.489159,-0.208747,524461,178211,TQ244782,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001914
W14 9JQ,No,51.489029,-0.20675,524600,178200,TQ246781,"North End","Hammersmith and Fulham, unparished area",1993-01-01,1994-12-01,7,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01001908
W14 9JR,Yes,51.488761,-0.209181,524432,178166,TQ244781,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001908
W14 9JS,Yes,51.487943,-0.208636,524472,178076,TQ244780,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001908
W14 9JT,Yes,51.487153,-0.208163,524507,177989,TQ245779,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001909
W14 9JU,Yes,51.488315,-0.208276,524496,178118,TQ244781,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001908
W14 9JW,No,51.489051,-0.20819,524500,178200,TQ244781,"North End","Hammersmith and Fulham, unparished area",1985-04-01,1991-12-01,8,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01001914
W14 9JX,Yes,51.488509,-0.207419,524555,178141,TQ245781,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001908
W14 9JY,Yes,51.488017,-0.209244,524430,178083,TQ244780,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001908
W14 9JZ,Yes,51.488187,-0.207561,524546,178105,TQ245781,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001908
W14 9LA,Yes,51.488891,-0.20654,524615,178185,TQ246781,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001908
W14 9LB,Yes,51.488791,-0.206443,524622,178174,TQ246781,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001908
W14 9LD,Yes,51.488636,-0.20629,524633,178157,TQ246781,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001908
W14 9LE,Yes,51.488359,-0.20584,524665,178127,TQ246781,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001908
W14 9LF,No,51.490062,-0.203742,524806,178320,TQ248783,"North End","Hammersmith and Fulham, unparished area",2002-05-01,2005-08-01,5,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001911
W14 9LG,No,51.486277,-0.202595,524896,177901,TQ248779,"North End","Hammersmith and Fulham, unparished area",2004-07-01,2008-05-01,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001912
W14 9LH,Yes,51.488374,-0.206229,524638,178128,TQ246781,"North End","Hammersmith and Fulham, unparished area",2005-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001908
W14 9LJ,Yes,51.487367,-0.206859,524597,178015,TQ245780,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001909
W14 9LL,No,51.488109,-0.205346,524700,178100,TQ246781,"North End","Hammersmith and Fulham, unparished area",1980-01-01,1991-12-01,7,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01001911
W14 9LN,No,51.488587,-0.207819,524527,178149,TQ245781,"North End","Hammersmith and Fulham, unparished area",1988-03-01,1998-06-01,8,England,2019-11-23,"Postcode sector mean (mainly PO Boxes)",E01001908
W14 9LP,Yes,51.490476,-0.204345,524763,178365,TQ247783,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,5,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001911
W14 9LQ,No,51.496734,-0.212513,524179,179047,TQ241790,"Avonmore and Brook Green","Hammersmith and Fulham, unparished area",2007-01-01,2008-01-01,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001866
W14 9LR,No,51.490313,-0.204856,524728,178346,TQ247783,"North End","Hammersmith and Fulham, unparished area",2001-12-01,2009-06-01,5,England,2019-11-23,"Imputed by ONS by reference to surrounding postcode grid references",E01001911
W14 9LS,Yes,51.490141,-0.205381,524692,178326,TQ246783,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,6,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001914
W14 9LT,Yes,51.490006,-0.205948,524653,178310,TQ246783,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001914
W14 9LU,Yes,51.489975,-0.206267,524631,178306,TQ246783,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001914
W14 9LW,Yes,51.488537,-0.203399,524834,178151,TQ248781,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,6,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001911
W14 9LX,Yes,51.489498,-0.205637,524676,178254,TQ246782,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001914
W14 9LY,Yes,51.488771,-0.204446,524761,178175,TQ247781,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,4,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001911
W14 9LZ,Yes,51.48884,-0.2032,524847,178185,TQ248781,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,5,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001911
W14 9NA,Yes,51.489711,-0.205441,524689,178278,TQ246782,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001914
W14 9NB,Yes,51.489904,-0.204584,524748,178301,TQ247783,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,5,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001911
W14 9ND,No,51.489958,-0.203977,524790,178308,TQ247783,"North End","Hammersmith and Fulham, unparished area",1980-01-01,2001-11-01,5,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001911
W14 9NE,Yes,51.489479,-0.204399,524762,178254,TQ247782,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,6,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001911
W14 9NF,Yes,51.487933,-0.201536,524965,178087,TQ249780,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,6,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001912
W14 9NG,Yes,51.488247,-0.202056,524928,178121,TQ249781,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,5,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001912
W14 9NH,Yes,51.491381,-0.206937,524581,178461,TQ245784,"Avonmore and Brook Green","Hammersmith and Fulham, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001870
W14 9NJ,Yes,51.48929,-0.202649,524884,178236,TQ248782,"North End","Hammersmith and Fulham, unparished area",2000-06-01,,4,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001912
W14 9NL,Yes,51.490028,-0.206207,524635,178312,TQ246783,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001914
W14 9NN,Yes,51.49008,-0.203742,524806,178322,TQ248783,"North End","Hammersmith and Fulham, unparished area",2003-04-01,,5,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001911
W14 9NP,Yes,51.489275,-0.205694,524673,178229,TQ246782,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001914
W14 9NQ,Yes,51.488554,-0.202736,524880,178154,TQ248781,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,5,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001911
W14 9NR,No,51.489029,-0.20675,524600,178200,TQ246781,"North End","Hammersmith and Fulham, unparished area",1980-01-01,1995-07-01,7,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01001908
W14 9NS,Yes,51.48589,-0.202567,524899,177858,TQ248778,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001912
W14 9NT,No,51.496734,-0.212513,524179,179047,TQ241790,"Avonmore and Brook Green","Hammersmith and Fulham, unparished area",1986-07-01,2001-09-01,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001866
W14 9NU,Yes,51.485915,-0.203012,524868,177860,TQ248778,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001912
W14 9NW,No,51.489029,-0.20675,524600,178200,TQ246781,"North End","Hammersmith and Fulham, unparished area",1981-06-01,1996-12-01,7,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01001908
W14 9NX,Yes,51.486858,-0.203523,524830,177964,TQ248779,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001912
W14 9NY,No,51.496734,-0.212513,524179,179047,TQ241790,"Avonmore and Brook Green","Hammersmith and Fulham, unparished area",2001-12-01,2003-10-01,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001866
W14 9NZ,No,51.496734,-0.212513,524179,179047,TQ241790,"Avonmore and Brook Green","Hammersmith and Fulham, unparished area",2001-12-01,2012-02-01,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001866
W14 9PA,Yes,51.485581,-0.203477,524837,177822,TQ248778,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,6,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001909
W14 9PB,Yes,51.485561,-0.205077,524726,177817,TQ247778,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,6,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001909
W14 9PD,No,51.496734,-0.212513,524179,179047,TQ241790,"Avonmore and Brook Green","Hammersmith and Fulham, unparished area",2006-10-01,2009-11-01,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001866
W14 9PE,Yes,51.488842,-0.205115,524714,178182,TQ247781,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001911
W14 9PF,Yes,51.489234,-0.204841,524732,178226,TQ247782,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001914
W14 9PG,No,51.496734,-0.212513,524179,179047,TQ241790,"Avonmore and Brook Green","Hammersmith and Fulham, unparished area",2006-08-01,2007-01-01,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001866
W14 9PH,No,51.496734,-0.212513,524179,179047,TQ241790,"Avonmore and Brook Green","Hammersmith and Fulham, unparished area",2007-01-01,2009-02-01,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001866
W14 9PJ,Yes,51.486663,-0.201355,524981,177946,TQ249779,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001912
W14 9PL,Yes,51.486837,-0.200412,525046,177967,TQ250779,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,11,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001912
W14 9PN,No,51.486267,-0.202538,524900,177900,TQ248778,"North End","Hammersmith and Fulham, unparished area",1986-04-01,1990-12-01,8,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01001912
W14 9PP,Yes,51.488602,-0.205255,524705,178155,TQ247781,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001908
W14 9PQ,No,51.496734,-0.212513,524179,179047,TQ241790,"Avonmore and Brook Green","Hammersmith and Fulham, unparished area",2006-07-01,2007-07-01,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001866
W14 9PR,Yes,51.487801,-0.204076,524789,178068,TQ247780,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001911
W14 9PS,Yes,51.486582,-0.20663,524615,177928,TQ246779,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001909
W14 9PT,Yes,51.485443,-0.206891,524600,177801,TQ245778,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001909
W14 9PU,Yes,51.486717,-0.207849,524530,177941,TQ245779,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001909
W14 9PW,Yes,51.485831,-0.203404,524841,177850,TQ248778,"North End","Hammersmith and Fulham, unparished area",1991-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001909
W14 9PX,No,51.496734,-0.212513,524179,179047,TQ241790,"Avonmore and Brook Green","Hammersmith and Fulham, unparished area",2006-05-01,2008-06-01,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001866
W14 9PY,Yes,51.488388,-0.205378,524697,178131,TQ246781,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001908
W14 9PZ,Yes,51.487158,-0.203727,524815,177997,TQ248779,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001911
W14 9QA,Yes,51.487394,-0.205086,524720,178021,TQ247780,"North End","Hammersmith and Fulham, unparished area",1990-07-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001911
W14 9QB,No,51.496734,-0.212513,524179,179047,TQ241790,"Avonmore and Brook Green","Hammersmith and Fulham, unparished area",2005-09-01,2005-11-01,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001866
W14 9QD,No,51.496734,-0.212513,524179,179047,TQ241790,"Avonmore and Brook Green","Hammersmith and Fulham, unparished area",2014-05-01,2015-04-01,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001866
W14 9QE,Yes,51.487055,-0.206396,524630,177981,TQ246779,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001909
W14 9QF,No,51.496734,-0.212513,524179,179047,TQ241790,"Avonmore and Brook Green","Hammersmith and Fulham, unparished area",2005-07-01,2006-08-01,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001866
W14 9QG,Yes,51.487221,-0.204344,524772,178003,TQ247780,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001911
W14 9QH,Yes,51.486659,-0.204668,524751,177940,TQ247779,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001911
W14 9QJ,Yes,51.486415,-0.204548,524760,177913,TQ247779,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001911
W14 9QL,Yes,51.486098,-0.206736,524609,177874,TQ246778,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001909
W14 9QN,Yes,51.486962,-0.205074,524722,177973,TQ247779,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001911
W14 9QP,Yes,51.486367,-0.206725,524609,177904,TQ246779,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001909
W14 9QQ,No,51.496734,-0.212513,524179,179047,TQ241790,"Avonmore and Brook Green","Hammersmith and Fulham, unparished area",2005-03-01,2007-04-01,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001866
W14 9QR,Yes,51.485945,-0.204313,524778,177861,TQ247778,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,6,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001909
W14 9QS,Yes,51.485713,-0.206319,524639,177832,TQ246778,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001909
W14 9QT,Yes,51.485745,-0.205453,524699,177837,TQ246778,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001909
W14 9QU,Yes,51.485942,-0.20654,524623,177857,TQ246778,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001909
W14 9QW,No,51.496734,-0.212513,524179,179047,TQ241790,"Avonmore and Brook Green","Hammersmith and Fulham, unparished area",2004-08-01,2006-01-01,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001866
W14 9QX,Yes,51.486171,-0.204515,524763,177886,TQ247778,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,6,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001909
W14 9QY,No,51.496734,-0.212513,524179,179047,TQ241790,"Avonmore and Brook Green","Hammersmith and Fulham, unparished area",2004-09-01,2006-10-01,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001866
W14 9QZ,No,51.496734,-0.212513,524179,179047,TQ241790,"Avonmore and Brook Green","Hammersmith and Fulham, unparished area",2010-11-01,2011-09-01,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001866
W14 9RA,Yes,51.486677,-0.208196,524506,177936,TQ245779,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001909
W14 9RB,Yes,51.486497,-0.208736,524469,177915,TQ244779,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001909
W14 9RD,Yes,51.486324,-0.208504,524486,177896,TQ244778,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001913
W14 9RE,Yes,51.486264,-0.208736,524470,177889,TQ244778,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001913
W14 9RF,Yes,51.486055,-0.209162,524441,177865,TQ244778,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001913
W14 9RG,Yes,51.485979,-0.209468,524420,177856,TQ244778,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001913
W14 9RH,Yes,51.485781,-0.210147,524373,177833,TQ243778,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001913
W14 9RJ,Yes,51.485944,-0.210132,524374,177851,TQ243778,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001913
W14 9RL,Yes,51.486235,-0.210351,524358,177883,TQ243778,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001913
W14 9RN,Yes,51.485791,-0.210743,524332,177833,TQ243778,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001913
W14 9RP,Yes,51.485491,-0.210509,524349,177800,TQ243778,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001913
W14 9RQ,Yes,51.485885,-0.209817,524396,177845,TQ243778,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001913
W14 9RR,Yes,51.485283,-0.210402,524357,177777,TQ243777,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001913
W14 9RS,Yes,51.484964,-0.210184,524373,177742,TQ243777,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001913
W14 9RT,No,51.484602,-0.211245,524300,177700,TQ242776,"Fulham Reach","Hammersmith and Fulham, unparished area",1980-01-01,1996-12-01,7,England,2019-11-23,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01001886
W14 9RU,No,51.485081,-0.210261,524367,177755,TQ243777,"North End","Hammersmith and Fulham, unparished area",2004-01-01,2005-07-01,8,England,2019-11-23,"Imputed by ONS by reference to surrounding postcode grid references",E01001913
W14 9RW,Yes,51.485592,-0.210621,524341,177811,TQ243778,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001913
W14 9RX,No,51.488596,-0.207804,524528,178150,TQ245781,"North End","Hammersmith and Fulham, unparished area",2003-06-01,2004-07-01,8,England,2019-11-23,"Imputed by ONS by reference to surrounding postcode grid references",E01001908
W14 9RY,No,51.486405,-0.209777,524397,177903,TQ243779,"North End","Hammersmith and Fulham, unparished area",1983-07-01,2004-09-01,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001909
W14 9RZ,No,51.496636,-0.21256,524176,179036,TQ241790,"Avonmore and Brook Green","Hammersmith and Fulham, unparished area",2002-05-01,2019-02-01,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001866
W14 9SA,Yes,51.486973,-0.208718,524469,177968,TQ244779,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001909
W14 9SB,Yes,51.486641,-0.208788,524465,177931,TQ244779,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001909
W14 9SD,Yes,51.486641,-0.210531,524344,177928,TQ243779,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001913
