Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,County,District,Ward,District Code,Ward Code,Country,County Code,Constituency,Introduced,Terminated,Parish,National Park,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority,MSOA Code,Middle layer super output area,Parish Code,Census output area,Constituency Code,Index of Multiple Deprivation,Quality,User Type,Last updated,Nearest station,Distance to station,Postcode area,Postcode district,Police force,Water company,Plus Code
SW3 5RJ,Yes,51.482892,-0.166237,527430,177587,TQ274775,"Greater London","Kensington and Chelsea","Chelsea Riverside",E09000020,E05009391,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",2,1,"","Kensington and Chelsea","Kensington and Chelsea 018B","Urban major conurbation",London,5,1,E01002900,,E02000594,"Kensington and Chelsea 018",E43000210,E00014611,E14000629,24517,1,0,2019-11-23,"Sloane Square",1.24971,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRMM+5G
SW3 5RL,Yes,51.486783,-0.167329,527343,178018,TQ273780,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1996-06-01,,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018A","Urban major conurbation",London,12,1,E01002899,,E02000594,"Kensington and Chelsea 018",E43000210,E00014595,E14000629,11889,1,0,2019-11-23,"South Kensington",0.929546,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRPM+P3
SW3 5RP,Yes,51.487646,-0.167323,527341,178114,TQ273781,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",26,24,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018A","Urban major conurbation",London,12,1,E01002899,,E02000594,"Kensington and Chelsea 018",E43000210,E00014581,E14000629,11889,1,0,2019-11-23,"South Kensington",0.847524,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRQM+33
SW3 5RQ,No,51.483282,-0.166533,527408,177630,TQ274776,"Greater London","Kensington and Chelsea","Chelsea Riverside",E09000020,E05009391,England,E11000009,"Chelsea and Fulham",1980-01-01,2012-03-01,"Kensington and Chelsea, unparished area","",,,"","","Kensington and Chelsea 018B","Urban major conurbation",London,7,1,E01002900,,E02000594,"Kensington and Chelsea 018",E43000210,E00014611,E14000629,24517,1,1,2019-11-23,"Sloane Square",1.22495,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRMM+89
SW3 5RR,Yes,51.486814,-0.166915,527372,178022,TQ273780,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1992-08-01,,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018A","Urban major conurbation",London,11,1,E01002899,,E02000594,"Kensington and Chelsea 018",E43000210,E00014602,E14000629,11889,1,0,2019-11-23,"South Kensington",0.940981,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRPM+P6
SW3 5RS,No,51.486631,-0.167955,527300,178000,TQ272779,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,1991-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018A","Urban major conurbation",London,12,1,E01002899,,E02000594,"Kensington and Chelsea 018",E43000210,E00014595,E14000629,11889,8,1,2019-11-23,"South Kensington",0.924151,SW,SW3,"Metropolitan Police","",9C3XFRPJ+MR
SW3 5RT,Yes,51.487229,-0.167052,527361,178068,TQ273780,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1983-03-01,,"Kensington and Chelsea, unparished area","",42,31,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018A","Urban major conurbation",London,12,1,E01002899,,E02000594,"Kensington and Chelsea 018",E43000210,E00014581,E14000629,11889,1,0,2019-11-23,"South Kensington",0.896711,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRPM+V5
SW3 5RU,Yes,51.487229,-0.167052,527361,178068,TQ273780,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",34,28,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018A","Urban major conurbation",London,12,1,E01002899,,E02000594,"Kensington and Chelsea 018",E43000210,E00014581,E14000629,11889,1,0,2019-11-23,"South Kensington",0.896711,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRPM+V5
SW3 5RW,No,51.48753,-0.167919,527300,178100,TQ272780,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1986-07-01,1986-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018A","Urban major conurbation",London,12,1,E01002899,,E02000594,"Kensington and Chelsea 018",E43000210,E00014595,E14000629,11889,8,1,2019-11-23,"South Kensington",0.837204,SW,SW3,"Metropolitan Police","",9C3XFRQJ+2R
SW3 5RX,Yes,51.487229,-0.167052,527361,178068,TQ273780,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",40,28,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018A","Urban major conurbation",London,12,1,E01002899,,E02000594,"Kensington and Chelsea 018",E43000210,E00014581,E14000629,11889,1,0,2019-11-23,"South Kensington",0.896711,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRPM+V5
SW3 5RY,Yes,51.487229,-0.167052,527361,178068,TQ273780,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",56,30,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018A","Urban major conurbation",London,12,1,E01002899,,E02000594,"Kensington and Chelsea 018",E43000210,E00014581,E14000629,11889,1,0,2019-11-23,"South Kensington",0.896711,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRPM+V5
SW3 5RZ,Yes,51.486269,-0.16663,527393,177962,TQ273779,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018A","Urban major conurbation",London,9,1,E01002899,,E02000594,"Kensington and Chelsea 018",E43000210,E00014602,E14000629,11889,1,0,2019-11-23,"Sloane Square",0.974885,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRPM+G8
SW3 5SA,Yes,51.486577,-0.166708,527387,177996,TQ273779,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",53,24,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018A","Urban major conurbation",London,9,1,E01002899,,E02000594,"Kensington and Chelsea 018",E43000210,E00014602,E14000629,11889,1,0,2019-11-23,"Sloane Square",0.955429,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRPM+J8
SW3 5SB,Yes,51.486493,-0.165963,527439,177988,TQ274779,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",50,28,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018A","Urban major conurbation",London,9,1,E01002899,,E02000594,"Kensington and Chelsea 018",E43000210,E00014600,E14000629,11889,1,0,2019-11-23,"Sloane Square",0.924496,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRPM+HJ
SW3 5SD,Yes,51.486493,-0.165963,527439,177988,TQ274779,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",48,19,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018A","Urban major conurbation",London,9,1,E01002899,,E02000594,"Kensington and Chelsea 018",E43000210,E00014600,E14000629,11889,1,0,2019-11-23,"Sloane Square",0.924496,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRPM+HJ
SW3 5SE,No,51.48571,-0.166551,527400,177900,TQ274778,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1993-08-01,1995-01-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018B","Urban major conurbation",London,9,1,E01002900,,E02000594,"Kensington and Chelsea 018",E43000210,E00014607,E14000629,24517,8,1,2019-11-23,"Sloane Square",1.01524,SW,SW3,"Metropolitan Police","",9C3XFRPM+79
SW3 5SH,Yes,51.486269,-0.166591,527396,177962,TQ273779,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",35,15,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018A","Urban major conurbation",London,9,1,E01002899,,E02000594,"Kensington and Chelsea 018",E43000210,E00014602,E14000629,11889,1,0,2019-11-23,"Sloane Square",0.972945,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRPM+G9
SW3 5SN,No,51.486609,-0.166515,527400,178000,TQ274780,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1987-04-01,1994-05-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018A","Urban major conurbation",London,10,1,E01002899,,E02000594,"Kensington and Chelsea 018",E43000210,E00014602,E14000629,11889,8,1,2019-11-23,"Sloane Square",0.943176,SW,SW3,"Metropolitan Police","",9C3XFRPM+J9
SW3 5SP,Yes,51.487876,-0.167026,527361,178140,TQ273781,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1990-02-01,,"Kensington and Chelsea, unparished area","",2,2,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018A","Urban major conurbation",London,12,1,E01002899,,E02000594,"Kensington and Chelsea 018",E43000210,E00014581,E14000629,11889,1,0,2019-11-23,"South Kensington",0.837641,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRQM+55
SW3 5SQ,No,51.485036,-0.170049,527159,177819,TQ271778,"Greater London","Kensington and Chelsea","Chelsea Riverside",E09000020,E05009391,England,E11000009,"Chelsea and Fulham",1994-12-01,1997-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 019A","Urban major conurbation",London,11,1,E01002844,,E02000595,"Kensington and Chelsea 019",E43000210,E00014223,E14000629,19607,6,1,2019-11-23,"South Kensington",1.03917,SW,SW3,"Metropolitan Police","",9C3XFRPH+2X
SW3 5SR,Yes,51.487649,-0.166906,527370,178115,TQ273781,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1985-10-01,,"Kensington and Chelsea, unparished area","",19,11,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018A","Urban major conurbation",London,12,1,E01002899,,E02000594,"Kensington and Chelsea 018",E43000210,E00014581,E14000629,11889,1,0,2019-11-23,"South Kensington",0.863136,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRQM+36
SW3 5SS,No,51.48753,-0.167919,527300,178100,TQ272780,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,1991-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018A","Urban major conurbation",London,12,1,E01002899,,E02000594,"Kensington and Chelsea 018",E43000210,E00014595,E14000629,11889,8,1,2019-11-23,"South Kensington",0.837204,SW,SW3,"Metropolitan Police","",9C3XFRQJ+2R
SW3 5ST,Yes,51.487421,-0.166026,527432,178091,TQ274780,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",40,13,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018A","Urban major conurbation",London,11,1,E01002899,,E02000594,"Kensington and Chelsea 018",E43000210,E00014581,E14000629,11889,1,0,2019-11-23,"Sloane Square",0.858255,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRPM+XH
SW3 5SU,Yes,51.486655,-0.165433,527475,178007,TQ274780,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",25,13,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018A","Urban major conurbation",London,10,1,E01002899,,E02000594,"Kensington and Chelsea 018",E43000210,E00014600,E14000629,11889,1,0,2019-11-23,"Sloane Square",0.885897,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRPM+MR
SW3 5SW,No,51.46324,-0.139336,529353,175449,TQ293754,"Greater London","Lambeth","Clapham Town",E09000022,E05000419,England,E11000009,"Vauxhall",2008-06-01,2013-07-01,"Lambeth, unparished area","",,,"Greater London","Lambeth","Lambeth 013C","Urban major conurbation",London,21,2,E01003039,,E02000630,"Lambeth 013",E43000212,E00015315,E14001008,21607,1,1,2019-11-23,"Clapham Common",0.174559,SW,SW3,"Metropolitan Police","",9C3XFV76+77
SW3 5SX,Yes,51.487583,-0.166174,527421,178109,TQ274781,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",4,1,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018A","Urban major conurbation",London,11,1,E01002899,,E02000594,"Kensington and Chelsea 018",E43000210,E00014581,E14000629,11889,1,0,2019-11-23,"Sloane Square",0.854859,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRQM+2G
SW3 5SY,Yes,51.486301,-0.165793,527451,177967,TQ274779,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",4,2,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018A","Urban major conurbation",London,9,1,E01002899,,E02000594,"Kensington and Chelsea 018",E43000210,E00014600,E14000629,11889,1,0,2019-11-23,"Sloane Square",0.931496,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRPM+GM
SW3 5SZ,No,51.48571,-0.166551,527400,177900,TQ274778,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,2009-06-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018B","Urban major conurbation",London,9,1,E01002900,,E02000594,"Kensington and Chelsea 018",E43000210,E00014607,E14000629,24517,5,0,2019-11-23,"Sloane Square",1.01524,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRPM+79
SW3 5TA,No,51.48571,-0.166551,527400,177900,TQ274778,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,1985-12-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018B","Urban major conurbation",London,9,1,E01002900,,E02000594,"Kensington and Chelsea 018",E43000210,E00014607,E14000629,24517,8,1,2019-11-23,"Sloane Square",1.01524,SW,SW3,"Metropolitan Police","",9C3XFRPM+79
SW3 5TB,Yes,51.486081,-0.164981,527508,177944,TQ275779,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",9,5,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018A","Urban major conurbation",London,8,1,E01002899,,E02000594,"Kensington and Chelsea 018",E43000210,E00014600,E14000629,11889,1,0,2019-11-23,"Sloane Square",0.912152,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRPP+C2
SW3 5TD,Yes,51.485571,-0.164598,527536,177888,TQ275778,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",34,20,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018A","Urban major conurbation",London,9,1,E01002899,,E02000594,"Kensington and Chelsea 018",E43000210,E00014605,E14000629,11889,1,0,2019-11-23,"Sloane Square",0.940147,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRPP+65
SW3 5TE,Yes,51.485618,-0.165302,527487,177892,TQ274778,"Greater London","Kensington and Chelsea","Chelsea Riverside",E09000020,E05009391,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",47,16,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018A","Urban major conurbation",London,9,1,E01002899,,E02000594,"Kensington and Chelsea 018",E43000210,E00014600,E14000629,11889,1,0,2019-11-23,"Sloane Square",0.965949,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRPM+6V
SW3 5TF,Yes,51.485474,-0.165264,527490,177876,TQ274778,"Greater London","Kensington and Chelsea","Chelsea Riverside",E09000020,E05009391,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",2,2,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018A","Urban major conurbation",London,10,1,E01002899,,E02000594,"Kensington and Chelsea 018",E43000210,E00014600,E14000629,11889,1,0,2019-11-23,"Sloane Square",0.976775,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRPM+5V
SW3 5TG,No,51.488258,-0.168466,527260,178180,TQ272781,"Greater London","Kensington and Chelsea","Stanley",E09000020,E05009405,England,E11000009,"Chelsea and Fulham",2007-07-01,2008-07-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 019E","Urban major conurbation",London,13,1,E01002914,,E02000595,"Kensington and Chelsea 019",E43000210,E00014653,E14000629,24363,1,1,2019-11-23,"South Kensington",0.748225,SW,SW3,"Metropolitan Police","",9C3XFRQJ+8J
SW3 5TH,Yes,51.485336,-0.165097,527502,177861,TQ275778,"Greater London","Kensington and Chelsea","Chelsea Riverside",E09000020,E05009391,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",5,4,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018A","Urban major conurbation",London,10,1,E01002899,,E02000594,"Kensington and Chelsea 018",E43000210,E00014605,E14000629,11889,1,0,2019-11-23,"Sloane Square",0.981781,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRPM+4X
SW3 5TJ,Yes,51.485255,-0.165086,527503,177852,TQ275778,"Greater London","Kensington and Chelsea","Chelsea Riverside",E09000020,E05009391,England,E11000009,"Chelsea and Fulham",1981-06-01,,"Kensington and Chelsea, unparished area","",53,27,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018A","Urban major conurbation",London,10,1,E01002899,,E02000594,"Kensington and Chelsea 018",E43000210,E00014605,E14000629,11889,1,0,2019-11-23,"Sloane Square",0.988494,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRPM+4X
SW3 5TL,No,51.485186,-0.165233,527493,177844,TQ274778,"Greater London","Kensington and Chelsea","Chelsea Riverside",E09000020,E05009391,England,E11000009,"Chelsea and Fulham",1980-01-01,2004-04-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018A","Urban major conurbation",London,10,1,E01002899,,E02000594,"Kensington and Chelsea 018",E43000210,E00014605,E14000629,11889,1,1,2019-11-23,"Sloane Square",1.00074,SW,SW3,"Metropolitan Police","",9C3XFRPM+3W
SW3 5TN,No,51.484789,-0.165148,527500,177800,TQ274778,"Greater London","Kensington and Chelsea","Chelsea Riverside",E09000020,E05009391,England,E11000009,"Chelsea and Fulham",1990-02-01,1994-05-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018B","Urban major conurbation",London,11,1,E01002900,,E02000594,"Kensington and Chelsea 018",E43000210,E00014612,E14000629,24517,8,1,2019-11-23,"Sloane Square",1.03281,SW,SW3,"Metropolitan Police","",9C3XFRMM+WW
SW3 5TP,Yes,51.484877,-0.163877,527588,177812,TQ275778,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",34,14,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018B","Urban major conurbation",London,11,1,E01002900,,E02000594,"Kensington and Chelsea 018",E43000210,E00014609,E14000629,24517,1,0,2019-11-23,"Sloane Square",0.976056,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRMP+XC
SW3 5TQ,No,51.463324,-0.138901,529383,175459,TQ293754,"Greater London","Lambeth","Clapham Town",E09000022,E05000419,England,E11000009,"Vauxhall",2000-12-01,2016-04-01,"Lambeth, unparished area","",,,"Greater London","Lambeth","Lambeth 013C","Urban major conurbation",London,21,2,E01003039,,E02000630,"Lambeth 013",E43000212,E00015315,E14001008,21607,1,1,2019-11-23,"Clapham Common",0.173744,SW,SW3,"Metropolitan Police","",9C3XFV76+8C
SW3 5TR,Yes,51.484877,-0.163877,527588,177812,TQ275778,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",35,17,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018B","Urban major conurbation",London,11,1,E01002900,,E02000594,"Kensington and Chelsea 018",E43000210,E00014609,E14000629,24517,1,0,2019-11-23,"Sloane Square",0.976056,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRMP+XC
SW3 5TS,Yes,51.484877,-0.163877,527588,177812,TQ275778,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",46,20,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018B","Urban major conurbation",London,11,1,E01002900,,E02000594,"Kensington and Chelsea 018",E43000210,E00014609,E14000629,24517,1,0,2019-11-23,"Sloane Square",0.976056,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRMP+XC
SW3 5TT,Yes,51.484877,-0.163877,527588,177812,TQ275778,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",40,19,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018B","Urban major conurbation",London,11,1,E01002900,,E02000594,"Kensington and Chelsea 018",E43000210,E00014609,E14000629,24517,1,0,2019-11-23,"Sloane Square",0.976056,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRMP+XC
SW3 5TU,Yes,51.487775,-0.166944,527367,178129,TQ273781,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1992-08-01,,"Kensington and Chelsea, unparished area","",10,4,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018A","Urban major conurbation",London,12,1,E01002899,,E02000594,"Kensington and Chelsea 018",E43000210,E00014581,E14000629,11889,1,0,2019-11-23,"South Kensington",0.850099,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRQM+46
SW3 5TW,No,51.488258,-0.168466,527260,178180,TQ272781,"Greater London","Kensington and Chelsea","Stanley",E09000020,E05009405,England,E11000009,"Chelsea and Fulham",2008-03-01,2009-03-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 019E","Urban major conurbation",London,13,1,E01002914,,E02000595,"Kensington and Chelsea 019",E43000210,E00014653,E14000629,24363,1,1,2019-11-23,"South Kensington",0.748225,SW,SW3,"Metropolitan Police","",9C3XFRQJ+8J
SW3 5TX,Yes,51.487826,-0.167316,527341,178134,TQ273781,"Greater London","Kensington and Chelsea","Royal Hospital",E09000020,E05009403,England,E11000009,"Chelsea and Fulham",1985-10-01,,"Kensington and Chelsea, unparished area","",24,13,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018A","Urban major conurbation",London,12,1,E01002899,,E02000594,"Kensington and Chelsea 018",E43000210,E00014581,E14000629,11889,1,0,2019-11-23,"South Kensington",0.83101,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRQM+43
SW3 5TY,No,51.488258,-0.168466,527260,178180,TQ272781,"Greater London","Kensington and Chelsea","Stanley",E09000020,E05009405,England,E11000009,"Chelsea and Fulham",2001-12-01,2006-02-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 019E","Urban major conurbation",London,13,1,E01002914,,E02000595,"Kensington and Chelsea 019",E43000210,E00014653,E14000629,24363,1,1,2019-11-23,"South Kensington",0.748225,SW,SW3,"Metropolitan Police","",9C3XFRQJ+8J
SW3 5TZ,No,51.484789,-0.165148,527500,177800,TQ274778,"Greater London","Kensington and Chelsea","Chelsea Riverside",E09000020,E05009391,England,E11000009,"Chelsea and Fulham",1990-02-01,1994-05-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 018B","Urban major conurbation",London,11,1,E01002900,,E02000594,"Kensington and Chelsea 018",E43000210,E00014612,E14000629,24517,8,1,2019-11-23,"Sloane Square",1.03281,SW,SW3,"Metropolitan Police","",9C3XFRMM+WW
SW3 5UA,Yes,51.487846,-0.168569,527254,178134,TQ272781,"Greater London","Kensington and Chelsea","Stanley",E09000020,E05009405,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",29,19,"Greater London","Kensington and Chelsea","Kensington and Chelsea 019E","Urban major conurbation",London,12,1,E01002914,,E02000595,"Kensington and Chelsea 019",E43000210,E00014653,E14000629,24363,1,0,2019-11-23,"South Kensington",0.784701,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRQJ+4H
SW3 5UB,Yes,51.48803,-0.16822,527278,178155,TQ272781,"Greater London","Kensington and Chelsea","Stanley",E09000020,E05009405,England,E11000009,"Chelsea and Fulham",2019-01-01,,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 019E","Urban major conurbation",London,13,1,E01002914,,E02000595,"Kensington and Chelsea 019",E43000210,E00014653,E14000629,24363,1,0,2019-11-23,"South Kensington",0.778689,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRQJ+6P
SW3 5UD,No,51.487887,-0.168365,527268,178139,TQ272781,"Greater London","Kensington and Chelsea","Stanley",E09000020,E05009405,England,E11000009,"Chelsea and Fulham",1980-01-01,2007-05-01,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 019E","Urban major conurbation",London,13,1,E01002914,,E02000595,"Kensington and Chelsea 019",E43000210,E00014653,E14000629,24363,1,1,2019-11-23,"South Kensington",0.787482,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRQJ+5M
SW3 5UE,Yes,51.487477,-0.169174,527213,178092,TQ272780,"Greater London","Kensington and Chelsea","Stanley",E09000020,E05009405,England,E11000009,"Chelsea and Fulham",1980-01-01,,"Kensington and Chelsea, unparished area","",,,"Greater London","Kensington and Chelsea","Kensington and Chelsea 019E","Urban major conurbation",London,12,1,E01002914,,E02000595,"Kensington and Chelsea 019",E43000210,E00014653,E14000629,24363,1,0,2019-11-23,"South Kensington",0.803061,SW,SW3,"Metropolitan Police","Thames Water",9C3XFRPJ+X8
